question,path,answer,contexts,latency_seconds,delta_score
how can I reduce the price of a one-time payment plan,deep,You can reduce the price of a one-time payment plan by connecting to a different pricing provider or by adjusting the pricing options within the Pricing Plans app.,"['so choose a new payment frequency, length of plan etc using the available options. Learn more about creating a one-time payment plan or creating a recurring payment plan.\xa0 Update the plan policy: Click add or edit next to Add a policy under Settings.\xa0   Click Save.', 'Pricing Plans: Creating a One-Time Payment Plan\nThe Pricing Plans app offers several different types of plans and packages. These include: One-time payment plans, Free plans, and recurring payment plans.\xa0One-time payment plans are a great way to give your regular clients access to exclusive premium services and content, or hidden site pages.\xa0Before you begin:\nMake sure to add the Pricing Plans app to your site.\xa0 To sell plans on your site, you must connect a payment provider. Wix offers a variety of providers for you to choose from. You can have up to 75 active pricing plans at the same time. Once you create a pricing plan, it is not currently possible to delete it. You can vote for this feature here. You can, however, hide or archive your plans as necessary to create new plans.\xa0Step 1 | C', 'an:\n    \nTap\xa0+ Create New Plan. Create the relevant plan:\xa0\n        \nFree plans:\xa0Offer your clients a free membership plan.\xa0 One-time payment:\xa0Create a one-time plan that lasts for the time period you choose.\xa0 Recurring payment:\xa0Create a subscription plan with recurring payments and select how often the plan and payment reoccurs: weekly, monthly, or yearly.\xa0   Connect benefits for this plan:\n        \nTap + Connect Programs under Online Programs. Select the checkbox next to the program(s) you want to include in the pricing plan. Tap Done.   Tap Save.  Note: You can have up to 75 active pricing plans at the same time.Tip:Once you create a pricing plan, it is not currently possible to delete it. You can\xa0vote for this feature here. You can, however,\xa0hide or archive your plans as necessary\xa0to cr', ' to add additional features.   Choose your pricing options:\xa0\n    \n\xa0Recurring Payments: Customers pay each week, month, or year until the plan ends.\xa0\n        \nSelect Recurring Payments. Tap the Payment Frequency drop-down and select an option. Enter the price per payment.   One-Time Payment: Customers pay one amount for the duration of the plan.\n        \nSelect One-time Payment. Enter the plan price.\xa0   Free Plan: Customers do not pay. Select Free Plan.   Set the plan duration by tapping the Length of Plan drop-down and selecting when the plan expires.\xa0 (Recurring and one-time payments only) Tap the Setup Fee toggle to apply a setup fee to the first payment of your plan.\xa0Then enter the Amount and the Setup fee name. Tap the Free Trial toggle to create a plan that starts with a free trial pe', 'specific duration. Reoccurring payments: Visitors pay a reoccurring fee either weekly, monthly or yearly.   Customize the Advanced Settings:\n    \nClick the Single Purchase Only toggle to allow your vsiitors to purchase the plan once or multiple times. Click the Allow Plan Cancellation toggle to enable your vsiitors to cancel the plan at any time or not. Click the Custom Start Date toggle:\n        \nEnabled: Visitors can choose when they want the plan to start at the checkout.\xa0 Disabled: The plan starts from the time the visitor completes the purchase.\xa0   (Optional) Click Add next to Plan Policies to add any specific policy requirements to the plan and add your requirements in the text box and click Save.\xa0   Click Create.7. \xa0Click\xa0Done.8. \xa0Click\xa0Save.\xa0Note:If you connect an existing plan tha']",13.877262353897097,0.0245138704776763
how do I delete a page from my Wix site when delete is not an option,deep,"When you no longer want to keep a page on your site, you can delete it by going to the ""Menus & Pages"" tab in the left side of the Editor, and then clicking the ""More Actions"" icon next to the relevant page. From there, you can select ""Delete"".","[' page.\xa0 Click Delete.\xa0 Click Delete Page.\nGo to your site in the Wix app. Tap\xa0Manage\xa0\xa0at the bottom. Tap\xa0Manage Apps. Scroll down to Forum and tap Remove. Tap Remove again.', ""Wix Editor: Deleting a Page\nYou can delete pages you no longer need from your Editor's Pages & Menu tab. This includes both static and dynamic pages.\xa0Tips:\nTo delete pages associated with Wix apps (e.g. Wix Stores, Wix Events, Wix Blog), you must delete the apps themselves to remove their pages. If you want to delete your home page, you must first set another page as the home page. Then you can delete the page that was used as your home page.\xa0To delete a page from your site:\nClick\xa0Pages & Menu  on the left side of the Editor. (Dynamic pages only) Click Dynamic Pages.\xa0 Hover over the relevant page and click the More Actions icon .\xa0 Click Delete.\nClick Delete to confirm.\xa0 Publish your site to make the changes go live.\xa0\n"", 'ADI: Deleting Wix Stores\nDeleting Wix Stores deletes all of the elements of your store, including all of the galleries, the cart icon at the top of your page and all the hidden pages in your store.To delete Wix Stores from your siteClick the Pages menu on the top bar inside ADI.Click the Shop page.Click the Settings icon.Click Delete.Click Delete in the confirmation window.\xa0 \xa0 \ufeff\ufeffTo delete your Wix Stores when it is set as your home pageAdd a new page.\xa0Click the Pages menu on the top bar.\xa0Click the Settings icon next to the new page you have created.\xa0Click Set as Homepage.\xa0Click the Settings icon next to Shop.\xa0Click Delete.\xa0Tip:If your Shop page is the home page of your site, you need to set a different page of your site as your home page.', 'te List\xa0drop-down at the top. Tap the More Actions icon\xa0 next to the relevant site. Tap Move to Trash, then tap Move to Trash to confirm. (Optional) Tap the Trash folder to permanently remove a site.\n    \nTap the site you want to delete. Tap Remove Site, then tap Remove to confirm.  Notes:\nOnly site owners can delete a site. When you permanently delete a site, all site and member data will be erased and you cannot restore it.\xa0\nGo to the relevant workspace in the Wix Studio app. Tap Sites \xa0at the bottom. Tap the More Actions icon\xa0 next to the relevant site. Tap Move to Trash, then Move to Trash to confirm. (Optional) Tap the Trash folder to permanently remove a site.\n    \nTap the site you want to delete. Tap Remove Site, then tap Remove to confirm.  Notes:\nOnly site owners in your workspace', ""nd clicking the relevant elements.Deleting pages from your siteIf you no longer want to keep a page on your site, you can delete it from the Menus and Pages panel. Keep in mind that pages displayed in the site menu are automatically removed as menu items when you delete them.To delete a page from your site:\nOpen the Editor. Click\xa0Menus & Pages\xa0\xa0on the left side of your Editor. Click the relevant page. Click the\xa0More Actions\xa0icon\xa0. Click\xa0Delete\xa0.Deleting apps from your siteThe way to delete an app from your site depends on where it appears:\nA full page app in the Editor: Certain apps like Wix Stores, Wix Blog, or Wix Bookings add pages to your site.\xa0You cannot just delete the page, you need to delete the app from Manage Apps.\xa0 An app placed on a page in your Editor: Some apps don't take up ""]",15.503234624862673,0.0372824966907501
How do I make an image smaller on my mobile site when I can't crop it?,deep,"You can resize an image by clicking the ""Background"" icon, then dragging the slider to zoom in or out. You can also use a shape crop and apply a filter to adjust the image size.","["" options:\n    \nReset Image Proportions: Reset the images original proportions. Image Behaviors: Decide how your visitors interact with images.\n        \nWhen an image is clicked:\xa0\n\nNothing happens:\xa0The image is not clickable, nothing happens when it's clicked. A link opens:\xa0The image acts as a button and can be linked to a page, anchor on your site, an external URL, and more.\xa0 It opens in a popup:\xa0The image opens in a pop-up window. It can be magnified: The image is magnified when it's clicked.\n\n      Crop my imagePresent a new version of your image in your mobile view by manually cropping your image or use a shape crop.\nClick the\xa0Crop\xa0icon\xa0. \xa0\xa0 Drag the slider to zoom the image in and out. Choose how you want to crop your image:\n    \nMove the image to display the part you want. Click the S"", 'hoose how you want to crop your image:\n    \nMove the image to display the part you want. Click the Shape Crop icon \xa0and choose a shape.   Click Apply.\nAdd an image animation Add a fun animation to your image on mobile to liven up your site.\xa0\nClick the Animation icon . Select the animation you want to apply. Click Customize to adjust your animation.\n\nImages added from the mobile editorChoose from a variety of image types to add to your site, directly from the mobile editor. Images added inside the mobile editor are fully customizable. Adjust your image settings and design, add filters, crop and even add animations.What types of images can I add in the mobile editor?\nMy Uploads:\xa0Upload your own image files to use on your site. Image Collections:\xa0Choose from hundreds of stock pictures and ill', "" be magnified:\xa0The cursor becomes a magnifying glass when a visitor hovers over the image. Clicking the image magnifies it.\n\n\n    Add an image frame designChange your image's design and customize how your image frame looks on your mobile site.\nClick the Design icon . Select a preset design or click\xa0Customize Design. Choose what to do:\xa0\n    \nSelect a preset design. Click Customize Design to customize the following settings:\n        \nFill Color & Opacity: Select the image's colors and opacity. Border: Design your image's borders. Corners: Round your image's corners. Shadow: Design a shadow for your image.\n    Crop my imagePresent a new version of your image in your mobile view by manually cropping your image or use a shape crop.\nClick the\xa0Crop\xa0icon\xa0. \xa0\xa0 Drag the slider to zoom the image in a"", ""Wix Editor: Cropping and Setting Up Your Mobile Image Background\nBy default, the page background on the mobile version of your site is the same as the desktop background.Since mobile screens are smaller, you may need to crop the image or change its settings to ensure it's displayed correctly on mobile devices.In this article, learn more about:\nCropping your background image Changing the settings of your background imageCropping your background image for mobileMobile screens have a different shape and size to desktop screens, which means that the background image may look different on your mobile site.\xa0You can crop the image to ensure that it's displayed the way you want, and fits the size and shape of the screen.\xa0To crop your mobile background image:\nClick Background\xa0\xa0on the left side of t"", 'ping your image or use a shape crop.\nClick the\xa0Crop\xa0icon\xa0. \xa0\xa0 Drag the slider to zoom the image in and out. Choose how you want to crop your image:\n    \nMove the image to display the part you want. Click the Shape Crop icon \xa0and choose a shape.   Click Apply.\n Add filters and animationsTransform your image by applying one of our filters and add a cool animation to liven up your mobile site.To add a filter:\nClick the Filters icon\xa0. Click any filter to add it to your image.To add an animation:\xa0\nClick the Animation icon . Select the animation you want to apply. Click Customize to adjust your animation.\nAdd a link to my imageAdd links to your images to encourage visitor interaction on your site.\nClick the\xa0Link\xa0icon\xa0. Select the link type and enter the details. Click\xa0Done.']",16.12143588066101,0.0124815851449966
how to switch my domain connection to pointing from Wix to another host,deep,I don't know.,"[""nt your domain is currently connected to.\xa0Video tutorial\nStep 1 | Remove the domain from your Wix accountLog in to the Wix account where your domain is currently located, copy the DNS records, and remove the domain from the account. This will allow you to add the domain in the other Wix account where you want it connected.\xa0To remove a domain from your account:\nSign in to the Wix account where your domain is currently added.\xa0 Go to Domains\xa0in the\xa0account. \nNote: If you have more than one domain in your account, scroll to the relevant domain. Copy your domain's DNS records.\nNote: If your domain is connected by pointing, skip ahead to step 4.Show me how\nClick the Domain Actions icon  on the right and select Manage DNS records.\n Copy the details of your DNS records and paste them into a separa"", "" to a different domain, choose an option:\n    \nRedirect it to the primary domain: Redirect your domain to the site's primary domain that is already connected. \xa0 Replace the current primary domain: Connect your domain and disconnect the site's current domain.\xa0   Click Assign.\nLearn more about redirecting domains to a primary domain.If you haven't added a domain to your Wix account:First add a domain using one of the following methods:\nPurchase a domain from Wix Connect a domain purchased elsewhere to Wix Transfer a domain to Wix Transfer a domain from another Wix account"", ""\xa0 Click Remove Domain to confirm.Step 2 | Add the domain to another Wix accountSign in to the Wix account where you want the domain to be connected. You can use an incognito window to sign in if you want to remain signed in to both accounts at the same time. Then add the domain, choose an upgraded site to connect and set up the connection.\xa0To add the domain to a different Wix account:\nSign in to the Wix account you're adding the domain within. Go to Domains\xa0in the\xa0account. Click\xa0Add an Existing Domain and select\xa0Connect a domain you already own.\nSelect the site you want to connect your domain to and click Continue. Enter your domain name and click Let's Go. Click Yes, I own this domain under the search field.\xa0 Finish connecting your domain via name servers or pointing:\xa0\n    \nName servers: "", ""your new domain and disconnect the site's existing domain.\xa0   Click Assign.Already purchased a domain outside of Wix?Learn how to connect a domain purchased from another domain host."", 'ure DNS propagation, please make sure these options are not enabled before connecting your domain to a Wix site.\nStep 1 | Add the domain to your Wix accountBefore updating the DNS settings in your domain host account, you\'ll need to add the domain to your Wix account.\xa0To add your domain:\nGo to Domains\xa0\ufeffin your Wix account. Click Add an Existing Domain. Click Connect a domain you already own.\nSelect the site you want to connect your domain to and click Continue. Enter your domain name and click Let\'s Go. Click Yes, I own this domain under the search field.\xa0 Some domain providers support connecting your domain automatically. Depending on your provider, you may see different steps. Choose an option:\nNote: If a ""Start Transfer"" option appears, click connect your domain in the sentence below it']",11.49910306930542,0.0230337679386138
How can I upgrade my Wix plan?,deep,"To upgrade your Wix plan, you need to follow these steps:

1. Go to Premium Subscriptions in your Wix account.
2. Click on More Actions icon next to the plan you want to upgrade.
3. Click Upgrade plan.
4. Select the new plan you wish to purchase and choose a subscription period.
5. Enter payment details and click Submit Purchase.

If you have any remaining credit from your current plan, it will be deducted from the price of your new upgrade during the purchase process.","['Upgrading an Existing Plan\nYou can upgrade your existing Premium plan or Studio plan to a plan with more features. You can also change your billing cycle by upgrading to a plan with a longer subscription period, which offers great savings over a monthly plan.In this article, learn more about:\nUpgrading your plan Receiving credit from your current plan Frequently asked questions (FAQs)Upgrading your planYou can upgrade your plan at any time. The upgrade takes effect immediately when you change your plan or billing cycle. If you upgrade before your next renewal date, you will receive a credit for the remaining time on your current plan. See the section below for more information on how this credit works.To upgrade your plan:\nGo to Premium Subscriptions in your Wix account. Click the More Act', '\n\n        Click to view your upgrade options\n    \n\n\n        View Plans\n      \n\nTip:You can transfer a site plan from one site to another, or transfer a site together with a site plan to another Wix account.', 'sign a plan to another site in your Wix account. Learn more about upgrading your site.', 'Business Email Request: Upgrading Your Google Workspace Plan With Wix\nWe are pleased to announce that it is now possible to upgrade your Google Workspace plan purchased through Wix.\xa0', 'edit works.To upgrade your plan:\nGo to Premium Subscriptions in your Wix account. Click the More Actions icon\xa0\xa0next to the plan you want to upgrade.\xa0 Click Upgrade plan.\nClick Select under the new plan you wish to purchase. Choose the subscription period and click Continue to Checkout. Enter your payment details and click Submit Purchase.Credit from your current planAny remaining credit from your current plan is deducted from the price of your new upgrade during the purchase process. This credit is deducted after any discounts from a coupon or seasonal sale are applied.See how credit calculation worksCredit is worked out by the full price of your current plan, divided by the number of days in the subscription period, multiplied by the number of days left in your subscription period.\xa0For ex']",12.128186702728271,0.0198264718055725
What are the refund policies for Wix Premium or Studio plans?,fast,"According to the context, Wix offers a 14-day, money-back guarantee for new Premium or Studio site plans. This means that if you purchased your site plan within the last 14 days, you're eligible for a full refund.","[""Requesting a Refund for a Premium or Studio Plan\nWix offers a 14-day, money-back guarantee for new Premium or Studio site plans.\xa0If you purchased your site plan within the last 14 days, you're eligible for a full refund.\xa0Eligibility for a refundThe 14-day refund policy only applies to new Premium or Studio plans. The refund policy does not apply if:\nYou are requesting a refund for a plan renewal. You are requesting a refund for the upgrade of an existing plan.If you do not meet the requirements for the 14-day refund policy, but you believe you still deserve a refund, contact us and we'll review your request.\xa0Request process for a refundCancel your site plan within the first 14 days of purchasing it to receive a full refund. There's no need to submit a request, simply click the button below"", ""t refund policies are in place?If you've added a storage plan to your site, you are eligible to receive a refund\xa0within your 14-day free trial (i.e. your first 14 days of having the plan). To get the refund, cancel your plan from\xa0Subscriptions\xa0in your Wix account.After your 14-day trial has elapsed, the additional upgraded storage will not be refundable. You can, however, cancel its renewal.If you've upgraded your site, a 14-day trial period also applies. Learn more about requesting a refund for a plan.Are there different storage allowances for Wix Partners?Free Wix Partner sites include 10GB of storage space until you upgrade your site.Are there different storage allowances for Wix Studio?Free Wix Studio sites include 10GB of storage space until you upgrade your site.""]",5.36731219291687,0.0575871169567108
I have reduced the number of business email users and need to update my billing for the yearly email subscription.,fast,You will need to delete one or more business email users from your Google Workspace account.,"['check the status of your business email.\xa0 Click Renew Subscription if prompted to renew subscription.Updating your payment information\nGo to your Business Email page to check the status of your business email. Go to Payment Methods if prompted to update your payment method.3. \xa0Click Actions.4. \xa0Click Update.5. \xa0Click Next.6. \xa0Update your card details.7. \xa0Click Update.', ""Google Workspace: Reducing Your Yearly Business Email Users\nIf you have multiple Google Workspace business emails on a yearly subscription and would like to reduce your subscription by canceling (removing) one or more business email, follow the steps below.Important:These instructions are for reducing a yearly subscription only. Learn more about reducing your business email users if you have a monthly subscription.\xa0Step 1| Delete the user's business email\nGo to Business email in your Wix account.\xa0 Click Manage at Google beside the relevant subscription. Sign in to your Google Workspace account. From the Admin console menu, go to\xa0Directory, then\xa0Users. Click Remove user or Delete user for the user you want to remove. \nNote: Depending on your Google account setup, you might need to confirm t""]",5.2250752449035645,0.0462090671062469
Can I migrate a site from the Studio Editor to the Wix Editor?,fast,I don't know.,"['Wix Editor: Rebuilding Your Site in the Studio Editor\nIf your site was originally created using the Wix Editor, it is not possible to migrate it to the Studio Editor. In order to take advantage of the new features and functionality, please rebuild your site in the Studio Editor.\xa0', ""Studio Editor Request: Switching to Wix Editor\nIf you've started creating a site in the Studio Editor, it is not possible to switch to the Wix Editor.\xa0We are always working to update and improve our products, and your feedback is greatly appreciated.""]",2.6551895141601562,0.0656666457653045
I would like a refund on my domain purchase. I do not want this domain. I want it removed from my account and a refund issued.,deep,"I don't know why your site plan is still active if you've canceled it, but since you specifically asked about removing the domain from your account to receive a refund, I can try to help. Since Wix doesn't offer refunds for domains that were purchased separately and not in Premium or Studio plans, I'm assuming this might be related to Wix Domain purchases.

To remove the domain from your account and get a refund, you should follow these steps:

1. Go to your Domains page.
2. Click on the ""Remove from Wix"" button next to the domain that you'd like to refund.
3. Confirm that you want to cancel your subscription for the domain.
4. Follow the instructions provided by Wix to complete the process.

Keep in mind that if there are any outstanding payments or fees associated with the domain, they may not be refunded automatically. It's also possible that your domain might still enter the ""Pending Delete"" status and be available for anyone to purchase after 5-10 days.","[""site to be made public, you can add a\xa0Coming Soon (landing page)\xa0page and hide the rest of your site.Does the refund policy apply to domains and business emails?No, Wix domain purchases are separate from plan purchases. Domain purchases do not have a 14-day money back guarantee. If you feel that you deserve a refund, contact us and we'll review your request.Note: If you no longer wish to keep the domain you purchased, you can cancel your subscription by\xa0turning off the auto renewal process. The domain will expire on the next renewal date.\xa0I've canceled my site plan, but it is still active. Why is this? In this case, you may have canceled beyond the 14-day money back period. If you've canceled within the first 14 days, the site plan and its benefits are immediately deactivated. \nIf you canc"", 'Refund Policy for Wix Domains\nWix domain purchases are separate from Premium or Studio site plan purchases, and therefore do not have a 14-day money-back guarantee.\xa0If you feel that you deserve a refund, see further information about refunds. Alternatively, you can contact Customer Care to tell us why and we will review your request.Note:If you no longer wish to keep the domain you purchased, you can cancel your subscription by turning off the auto renewal process. The domain will expire on the next renewal date.\xa0', ""ubmit Payment.\nNote: Retrieving your domain can take up to 7 days to complete. We'll notify you of any progress via the email associated with your Wix account.\xa0Pending DeleteOnce a domain enters the Pending Delete period, you can no longer retrieve it by extending your subscription. You will need to wait until the domain becomes publicly available again, which happens 5 -10 days after entering the Pending Delete period.Available to AllThe domain becomes available for anyone to purchase. You can go ahead and try to purchase it, but you do not hold any claims over it and it's possible for someone else to purchase it first.TipLearn how to renew a domain which was canceled due to the renewal payment failing."", ""count. Click the Show More icon  next to the relevant domain. Click Cancel Domain. Select Cancel auto renew and click Submit.Learn more about about what happens if you cancel a domain.Removing a domain purchased from another hostIf you purchased your domain from another domain host, you can remove it from the Domains section in your Wix account. The DNS will no longer be managed by Wix and you can manage it at the domain host you purchased it from.Show me how\nGo to your Domains page.\nNote: If you have more than 1 domain in your account, scroll to the relevant domain.\xa0 Click the Show More icon \xa0and select Remove from Wix.\n Click Remove Domain.Next Steps:Once you've removed the domain from your account, follow the steps to continue with the account closure process.Frequently Asked QuestionsW"", 'able. Once the domain is no longer in the ""PendingRenew/Delete"" status you can check if the domain is available to purchase.\xa0Can I prevent my domain from entering the ""PendingRenew/Delete"" status? Yes, you can prevent this by making sure your payment information is up to date so that your domain subscription renews without any issues. If your renewal payment has failed, resolve any payment issues as soon as you can, and before your domain\'s expiration date. Learn more about updating your payment method for a domain subscription.']",22.95009684562683,0.0265538841485977
i wish to cancel a plan,fast,"To cancel a plan, you need to click on the ""Show More icon"" next to the relevant plan and then select ""Cancel Plan"".","[' \xa0next to the relevant plan. Click Cancel Plan. Click Cancel Now to confirm.This does not cancel your plan immediately. Your plan will remain active until the end of the current subscription period. At that time, the plan will not renew.\xa0', 'r site.\n\n           Click to cancel your plan now  \n    \n\n\n         Choose plan to cancel \n      \n\nView step-by-step instructions\nGo to Premium Subscriptions. Click the Show More icon  next to the relevant plan. Click Cancel plan. Click Cancel Now in the pop-up to confirm.\nNote: This does not cancel your plan immediately, rather your plan simply does not renew at the end of the subscription period.']",3.796668529510498,0.1029616743326187
how to handle multiple bookings for same registrant,deep,"To handle multiple bookings for the same registrant in Wix Bookings, you can use custom booking forms. You can choose whether to allow clients to provide all services at once or accept separate service requests. Additionally, you have the option to enable or disable the feature of letting guests reserve multiple rooms per reservation.","['t not others?Yes, you can add individual booking policies to each service separately.', ""Wix Bookings: Allowing Clients to Book Multiple Participants for a Service\nSometimes clients want to reserve more than one spot when they book your services. For example, a couple may want to attend a workshop together. You can make it easier by allowing clients to book and pay for multiple spots at once.\xa0Note:Group bookings are only possible with classes and courses, but currently aren't available for appointments. \xa0If this is a feature you would like to see, you can vote for it here.\xa0To allow clients to book multiple participants for a service:\nGo to Booking Services in your site's dashboard. Create a new service or click an existing one to edit it. Scroll down and click the Expand icon \xa0next to Booking Preferences.\xa0 Click Edit Policy. Scroll down to Group Bookings.\xa0 Enter the Maximum nu"", 'edule or cancel a booking in the multi-service appointment for them.How are booking policies applied in multi-service appointments?If a more restrictive rule exists in one of the booking policies, it applies to the entire booking. For instance, if one of the services doesn\'t take late bookings, you won\'t be able to book any appointment in that booking.We recommend adding a general note about this in your default policy. Such as: ""Booking policies may change based on the selected services. Please contact us for more information when booking multi-service appointments.""Do multiple-service appointments use custom booking forms?Currently, multi-service appointments only use the default appointment form, even if a service has a custom booking form.Can the same staff member provide all services ', 'e any changes to your booking form.\xa0   Choose how you want to accept Booking requests (only available if you enabled online bookings):\n        \nAutomatically accept all bookings when available: Clients can make an appointment without approval from you.\xa0 Manually approve or decline booking requests: You have to approve/decline client appointments.\nNote: Only available if the appointment is not connected to a membership plan or a package.\n            \n(Optional) Enable the\xa0Multiple clients can request to book the same time slot\xa0toggle to allow clients to request appointments for the same time slots.       Click Save.\xa0FAQsClick a question below to learn more about creating appointments.How can I edit an existing appointment details?You can edit or cancel an appointment at any time in the Book', ""rules:\nGo to Property Settings in your site's dashboard. Click Manage Booking Engine next to Reservation Settings.\xa0 Click the Auto-confirm reservations toggle to choose whether you manually confirm your reservations, or confirm each reservation automatically:\n    \nEnabled: Reservations confirm automatically. Click to choose whether this rule applies to All Reservations or only to Paid Reservations.\xa0 Disabled: Choose this option if you prefer to manually confirm each reservation yourself.\xa0   Click to select the Let guests reserve multiple rooms checkbox:\n    \nChecked: Guests can reserve multiple rooms per booking. Set the Max number of rooms per reservation. Unchecked: Guests can only reserve one room per booking.\xa0   Click Save at the top.\xa0Step 2 | Set your search rulesWith your general rul""]",14.253886699676514,0.0418122261762619
how to remove one seat from Google Workspace and update billing,deep,"To downgrade a Google Workspace subscription from one plan to another, you need to delete the current user(s) from your Google Workspace account and then follow these steps:

1. Go to Business Email in your Wix account.
2. Click Manage at Google beside the relevant subscription.
3. Sign in to your Google Workspace account.
4. From the Admin console menu, go to Directory, then Users.
5. Click Remove user or Delete user for the user you want to remove.

Note that if the user has a Workspace Admin status, you need to revoke their Admin status before deleting their account.","['Request: Downgrading a Google Workspace Subscription\nCurrently, it is not possible to downgrade a Google Workspace subscription from one plan to another.We are always working to update and improve our products, and your feedback is greatly appreciated.', ""'s business emailTo get started, select the relevant user(s) and delete them from your Google Workspace account. This makes the user(s) inactive, allowing you to reduce your subscription.\xa0Note:If the user has a Workspace Admin status, you need to revoke their Admin status before deleting their account.To delete a user:\nGo to Business Email\xa0in your Wix account. Click the More Actions \xa0icon next to the business email you want to remove. Click\xa0Manage at Google.\nNote: You may need to sign into your Google Workspace account if you are not already signed in. From the Google Admin console menu, go to\xa0Directory, then\xa0Users. Click Remove user or Delete user for the user you want to remove. \nNote: Depending on your Google account setup, you might need to confirm that you want to delete the user. Fol"", ""Google Workspace: Reducing Your Monthly Business Email Users\nYou can always reduce the number of business email users in your monthly Google Workspace subscription. First, delete the relevant user(s) from your Google Workspace account. Then, you can remove the user(s) from the subscription. \xa0Before you begin:\nHave a yearly\xa0business email subscription? Learn how to reduce yearly business email subscription users.\xa0 Subscriptions with outstanding invoices cannot be reduced. Make sure you do not have any outstanding or unpaid invoices for your Google Workspace email subscription. If you need to cancel your primary Workspace subscription, you can cancel your auto-renewal.\xa0Step 1 | Delete the user's business emailTo get started, select the relevant user(s) and delete them from your Google Worksp"", 'Google Workspace: Revoking Admin Status to Delete a Workspace Account\nIf you need to delete a Google Workspace user who is currently an Admin for your organization, you will need to first revoke their Admin status.If the account you need to delete is your own Admin account, you will first need to assign an Admin role to a different business email user in your organization. Alternatively, you can change your username if your email is the only business email in the account.If the account you need to delete is the same one you use to access the Admin console, you will first need to create a second Google Workspace Admin account.In this article, learn how to: \nRevoke a Google Workspace Admin status for another user Revoke your own Google Workspace Admin statusRevoking an Admin status for anoth', ""Google Workspace: Reducing Your Yearly Business Email Users\nIf you have multiple Google Workspace business emails on a yearly subscription and would like to reduce your subscription by canceling (removing) one or more business email, follow the steps below.Important:These instructions are for reducing a yearly subscription only. Learn more about reducing your business email users if you have a monthly subscription.\xa0Step 1| Delete the user's business email\nGo to Business email in your Wix account.\xa0 Click Manage at Google beside the relevant subscription. Sign in to your Google Workspace account. From the Admin console menu, go to\xa0Directory, then\xa0Users. Click Remove user or Delete user for the user you want to remove. \nNote: Depending on your Google account setup, you might need to confirm t""]",17.69652771949768,0.0305560454726219
